,core_genes,extended_genes,core_source,extended_source
594,TP53,S100A8,Malacards,RegNetwork
595,TP53,S100A9,Malacards,RegNetwork
596,TP53,S100B,Malacards,RegNetwork
597,TP53,SERPINE1,Malacards,RegNetwork
598,TP53,SESN3,Malacards,RegNetwork
599,TP53,SHISA5,Malacards,RegNetwork
600,TP53,SIRT1,Malacards,RegNetwork
601,TP53,SIVA1,Malacards,RegNetwork
602,TP53,SLC19A1,Malacards,RegNetwork
603,TP53,SMPD1,Malacards,RegNetwork
604,TP53,SMPD2,Malacards,RegNetwork
605,TP53,SMPD3,Malacards,RegNetwork
606,TP53,SSTR2,Malacards,RegNetwork
607,TP53,STAT1,Malacards,RegNetwork
608,TP53,STAT3,Malacards,RegNetwork
609,TP53,BAX,Malacards,RegNetwork
610,TP53,CCNG1,Malacards,RegNetwork
611,TP53,CDKN1A,Malacards,RegNetwork
612,TP53,EI24,Malacards,RegNetwork
613,TP53,PMAIP1,Malacards,RegNetwork
614,TP53,SIAH1,Malacards,RegNetwork
615,TP53,TP73,Malacards,RegNetwork
616,TP53,STEAP3,Malacards,RegNetwork
617,TP53,STMN1,Malacards,RegNetwork
618,TP53,SYK,Malacards,RegNetwork
619,TP53,TAF9,Malacards,RegNetwork
620,TP53,TBP,Malacards,RegNetwork
621,TP53,TERT,Malacards,RegNetwork
622,TP53,TFRC,Malacards,RegNetwork
623,TP53,TGFA,Malacards,RegNetwork
624,TP53,TGFB1,Malacards,RegNetwork
625,TP53,TGM1,Malacards,RegNetwork
626,TP53,TIMP3,Malacards,RegNetwork
627,TP53,TK1,Malacards,RegNetwork
628,TP53,TNF,Malacards,RegNetwork
629,TP53,TNFRSF10A,Malacards,RegNetwork
630,TP53,TNFSF10,Malacards,RegNetwork
631,TP53,TOP2A,Malacards,RegNetwork
632,TP53,TOPORS,Malacards,RegNetwork
633,TP53,TP53,Malacards,RegNetwork
634,TP53,TP53BP1,Malacards,RegNetwork
635,TP53,TP53BP2,Malacards,RegNetwork
636,TP53,TP53I11,Malacards,RegNetwork
637,TP53,TP53INP1,Malacards,RegNetwork
638,TP53,TP53TG1,Malacards,RegNetwork
639,TP53,TP53TG5,Malacards,RegNetwork
640,TP53,TP63,Malacards,RegNetwork
641,TP53,TRIM22,Malacards,RegNetwork
642,TP53,TRIM26,Malacards,RegNetwork
643,TP53,TSC2,Malacards,RegNetwork
644,TP53,TUBA4A,Malacards,RegNetwork
645,TP53,TYMS,Malacards,RegNetwork
646,TP53,TYR,Malacards,RegNetwork
647,TP53,TYRP1,Malacards,RegNetwork
648,TP53,UBE2L3,Malacards,RegNetwork
649,TP53,UNC5B,Malacards,RegNetwork
650,TP53,VCAN,Malacards,RegNetwork
651,TP53,VEGFA,Malacards,RegNetwork
652,TP53,WRN,Malacards,RegNetwork
653,TP53,XIAP,Malacards,RegNetwork
654,TP53,XPC,Malacards,RegNetwork
655,TP53,XRCC5,Malacards,RegNetwork
656,TP53,APAF1,Malacards,RegNetwork
657,TP53,BAI1,Malacards,RegNetwork
658,TP53,BTG2,Malacards,RegNetwork
659,TP53,CAV1,Malacards,RegNetwork
660,TP53,CD82,Malacards,RegNetwork
661,TP53,DDB2,Malacards,RegNetwork
662,TP53,DDIT4,Malacards,RegNetwork
663,TP53,ETS2,Malacards,RegNetwork
664,TP53,FAS,Malacards,RegNetwork
665,TP53,GADD45A,Malacards,RegNetwork
666,TP53,HIC1,Malacards,RegNetwork
667,TP53,HIPK1,Malacards,RegNetwork
668,TP53,HRAS,Malacards,RegNetwork
669,TP53,IGF2,Malacards,RegNetwork
670,TP53,IGFBP3,Malacards,RegNetwork
671,TP53,JAK2,Malacards,RegNetwork
672,TP53,MAP4,Malacards,RegNetwork
673,TP53,NFATC4,Malacards,RegNetwork
674,TP53,PERP,Malacards,RegNetwork
675,TP53,PRG3,Malacards,RegNetwork
676,TP53,PTEN,Malacards,RegNetwork
677,TP53,RRM2B,Malacards,RegNetwork
678,TP53,SERPINB5,Malacards,RegNetwork
679,TP53,SESN1,Malacards,RegNetwork
680,TP53,SESN2,Malacards,RegNetwork
681,TP53,SFN,Malacards,RegNetwork
682,TP53,TBXAS1,Malacards,RegNetwork
683,TP53,THBS1,Malacards,RegNetwork
684,TP53,TNFRSF10B,Malacards,RegNetwork
685,TP53,TP53I3,Malacards,RegNetwork
686,TP53,ZMAT3,Malacards,RegNetwork
687,TP53,ABCB1,Malacards,RegNetwork
688,TP53,ABCC1,Malacards,RegNetwork
689,TP53,ABCC2,Malacards,RegNetwork
690,TP53,ABCC3,Malacards,RegNetwork
691,TP53,ABCC4,Malacards,RegNetwork
692,TP53,AFP,Malacards,RegNetwork
693,TP53,AIFM2,Malacards,RegNetwork
694,TP53,AKT1,Malacards,RegNetwork
695,TP53,ALDH1A3,Malacards,RegNetwork
696,TP53,AMH,Malacards,RegNetwork
697,TP53,ANTXR1,Malacards,RegNetwork
698,TP53,APCS,Malacards,RegNetwork
699,TP53,AQP1,Malacards,RegNetwork
700,TP53,ARID3A,Malacards,RegNetwork
701,TP53,ATR,Malacards,RegNetwork
702,TP53,ATM,Malacards,RegNetwork
703,TP53,BBC3,Malacards,RegNetwork
704,TP53,BRCA1,Malacards,RegNetwork
705,TP53,CEBPA,Malacards,RegNetwork
706,TP53,CREBBP,Malacards,RegNetwork
707,TP53,E2F4,Malacards,RegNetwork
708,TP53,EGR1,Malacards,RegNetwork
709,TP53,EP300,Malacards,RegNetwork
710,TP53,ETS1,Malacards,RegNetwork
711,TP53,ETS2,Malacards,RegNetwork
712,TP53,FOS,Malacards,RegNetwork
713,TP53,HIF1A,Malacards,RegNetwork
714,TP53,HOXA5,Malacards,RegNetwork
715,TP53,JUN,Malacards,RegNetwork
716,TP53,MDM4,Malacards,RegNetwork
717,TP53,MYC,Malacards,RegNetwork
718,TP53,NFIA,Malacards,RegNetwork
719,TP53,NFIC,Malacards,RegNetwork
720,TP53,NFKB1,Malacards,RegNetwork
721,TP53,PAX2,Malacards,RegNetwork
722,TP53,PAX8,Malacards,RegNetwork
723,TP53,RELA,Malacards,RegNetwork
724,TP53,STAT1,Malacards,RegNetwork
725,TP53,TP53,Malacards,RegNetwork
726,TP53,TP73,Malacards,RegNetwork
727,TP53,USF1,Malacards,RegNetwork
728,TP53,WT1,Malacards,RegNetwork
729,TP53,PIAS1,Malacards,STRING
730,TP53,BRCA2,Malacards,STRING
731,TP53,PTGS2,Malacards,STRING
732,TP53,S100B,Malacards,STRING
733,TP53,GSK3B,Malacards,STRING
734,TP53,RPS27A,Malacards,STRING
735,TP53,CDKN2A,Malacards,STRING
736,TP53,MDM4,Malacards,STRING
737,TP53,NPM1,Malacards,STRING
738,TP53,KAT5,Malacards,STRING
739,TP53,ESR1,Malacards,STRING
740,TP53,TBP,Malacards,STRING
741,TP53,RPL5,Malacards,STRING
742,TP53,CSNK2A1,Malacards,STRING
743,TP53,ATF3,Malacards,STRING
744,TP53,PIAS2,Malacards,STRING
745,TP53,RPA1,Malacards,STRING
746,TP53,BAK1,Malacards,STRING
747,TP53,BCL2,Malacards,STRING
748,TP53,BLM,Malacards,STRING
749,TP53,BARD1,Malacards,STRING
750,TP53,DDX5,Malacards,STRING
751,TP53,HSPA9,Malacards,STRING
752,TP53,ATR,Malacards,STRING
753,TP53,ING4,Malacards,STRING
754,TP53,BANP,Malacards,STRING
755,TP53,UBE3A,Malacards,STRING
756,TP53,PPP1R13L,Malacards,STRING
757,TP53,WWOX,Malacards,STRING
758,TP53,CSNK1A1,Malacards,STRING
759,TP53,CHEK1,Malacards,STRING
760,TP53,HSPA1A,Malacards,STRING
761,TP53,CUL9,Malacards,STRING
762,TP53,AK6,Malacards,STRING
763,TP53,STUB1,Malacards,STRING
764,TP53,WRN,Malacards,STRING
765,TP53,HSPA8,Malacards,STRING
766,TP53,PARP1,Malacards,STRING
767,TP53,GTF2H1,Malacards,STRING
768,TP53,CHEK2,Malacards,STRING
769,TP53,SETD7,Malacards,STRING
770,TP53,E4F1,Malacards,STRING
771,TP53,UBE2D1,Malacards,STRING
772,TP53,USP10,Malacards,STRING
773,TP53,PIN1,Malacards,STRING
774,TP53,UBE2A,Malacards,STRING
775,TP53,SP1,Malacards,STRING
776,TP53,HIF1A,Malacards,STRING
777,TP53,CDK2,Malacards,STRING
778,TP53,XPO1,Malacards,STRING
779,TP53,BCL2L1,Malacards,STRING
780,TP53,SMAD2,Malacards,STRING
781,TP53,TOPORS,Malacards,STRING
782,TP53,NDN,Malacards,STRING
783,TP53,PLK1,Malacards,STRING
784,TP53,CUL7,Malacards,STRING
785,TP53,SMYD2,Malacards,STRING
786,TP53,CDK9,Malacards,STRING
787,TP53,TADA3,Malacards,STRING
788,TP53,NQO1,Malacards,STRING
789,TP53,KAT8,Malacards,STRING
790,TP53,DAXX,Malacards,STRING
791,TP53,HDAC1,Malacards,STRING
792,TP53,SFN,Malacards,STRING
793,TP53,ATM,Malacards,STRING
794,TP53,PTEN,Malacards,STRING
795,TP53,TP53BP2,Malacards,STRING
796,TP53,MAPK14,Malacards,STRING
797,TP53,RCHY1,Malacards,STRING
798,TP53,WT1,Malacards,STRING
799,TP53,HMGB1,Malacards,STRING
800,TP53,COPS5,Malacards,STRING
801,TP53,SIRT1,Malacards,STRING
802,TP53,SMARCA4,Malacards,STRING
803,TP53,TP53BP1,Malacards,STRING
804,TP53,HIPK2,Malacards,STRING
805,TP53,TP63,Malacards,STRING
806,TP53,HSPB1,Malacards,STRING
807,TP53,S100A4,Malacards,STRING
808,TP53,PPP2R1A,Malacards,STRING
809,TP53,MAPK1,Malacards,STRING
810,TP53,PPP2R5C,Malacards,STRING
811,TP53,HERC2,Malacards,STRING
812,TP53,YBX1,Malacards,STRING
813,TP53,RFWD2,Malacards,STRING
814,TP53,KAT2B,Malacards,STRING
815,TP53,PRKDC,Malacards,STRING
816,TP53,UBE2I,Malacards,STRING
817,TP53,FOXO3,Malacards,STRING
818,TP53,RPL11,Malacards,STRING
819,TP53,YY1,Malacards,STRING
820,TP53,USP7,Malacards,STRING
821,TP53,SUMO1,Malacards,STRING
822,TP53,HSP90AA1,Malacards,STRING
823,TP53,TP73,Malacards,STRING
824,TP53,MUL1,Malacards,STRING
825,TP53,CDKN1A,Malacards,STRING
826,TP53,AURKA,Malacards,STRING
827,TP53,BAX,Malacards,STRING
828,TP53,CSNK1D,Malacards,STRING
829,TP53,NUMB,Malacards,STRING
830,TP53,EP300,Malacards,STRING
831,TP53,HSPA4,Malacards,STRING
832,TP53,MAPK8,Malacards,STRING
833,TP53,PTK2,Malacards,STRING
834,TP53,MTA1,Malacards,STRING
835,TP53,BRCA1,Malacards,STRING
836,TP53,TOP1,Malacards,STRING
837,TP53,BRD7,Malacards,STRING
838,TP53,MDM2,Malacards,STRING
839,TP53,HDAC2,Malacards,STRING
840,TP53,RAD51,Malacards,STRING
841,TP53,VRK1,Malacards,STRING
842,TP53,EGR1,Malacards,STRING
843,TP53,PML,Malacards,STRING
844,TP53,CREBBP,Malacards,STRING
845,TP53,CREB1,Malacards,STRING
846,KRAS,ETS2,Malacards,RegNetwork
847,KRAS,FOS,Malacards,RegNetwork
848,KRAS,JUN,Malacards,RegNetwork
849,KRAS,NCOA4,Malacards,RegNetwork
850,KRAS,NR3C2,Malacards,RegNetwork
851,KRAS,NRAS,Malacards,STRING
852,KRAS,LZTR1,Malacards,STRING
853,KRAS,RAF1,Malacards,STRING
854,KRAS,HRAS,Malacards,STRING
855,KRAS,BRAF,Malacards,STRING
856,RB1CC1,ATG13,Malacards,STRING
857,RB1CC1,C9orf72,Malacards,STRING
858,RB1CC1,ATG16L1,Malacards,STRING
859,RB1CC1,ULK1,Malacards,STRING
860,BRCA1,AKR1B1,Malacards,RegNetwork
861,BRCA1,TP53,Malacards,RegNetwork
862,BRCA1,TAF10,Malacards,RegNetwork
863,BRCA1,STAT3,Malacards,RegNetwork
864,BRCA1,ELK4,Malacards,RegNetwork
865,BRCA1,ELK1,Malacards,RegNetwork
866,BRCA1,DDB2,Malacards,RegNetwork
867,BRCA1,hsa-miR-146b,Malacards,RegNetwork
868,BRCA1,hsa-miR-146a,Malacards,RegNetwork
869,BRCA1,BCL2,Malacards,RegNetwork
870,BRCA1,AREG,Malacards,RegNetwork
871,BRCA1,AR,Malacards,RegNetwork
872,BRCA1,ESR1,Malacards,RegNetwork
873,BRCA1,ERG,Malacards,RegNetwork
874,BRCA1,ETS1,Malacards,RegNetwork
875,BRCA1,GADD45A,Malacards,RegNetwork
876,BRCA1,IGF1R,Malacards,RegNetwork
877,BRCA1,JAK1,Malacards,RegNetwork
878,BRCA1,JAK2,Malacards,RegNetwork
879,BRCA1,KCNH4,Malacards,RegNetwork
880,BRCA1,KCNH8,Malacards,RegNetwork
881,BRCA1,PCNA,Malacards,RegNetwork
882,BRCA1,ATF1,Malacards,RegNetwork
883,BRCA1,CREB1,Malacards,RegNetwork
884,BRCA1,E2F4,Malacards,RegNetwork
885,BRCA1,ETS2,Malacards,RegNetwork
886,BRCA1,ETV4,Malacards,RegNetwork
887,BRCA1,NFKB1,Malacards,RegNetwork
888,BRCA1,SP1,Malacards,RegNetwork
889,BRCA1,TP53,Malacards,RegNetwork
890,BRCA1,USF2,Malacards,RegNetwork
891,BRCA1,UBE2K,Malacards,STRING
892,BRCA1,ACACA,Malacards,STRING
893,BRCA1,UBE2D1,Malacards,STRING
894,BRCA1,MYC,Malacards,STRING
895,BRCA1,ATRIP,Malacards,STRING
896,BRCA1,PALB2,Malacards,STRING
897,BRCA1,CDK2,Malacards,STRING
898,BRCA1,PLK1,Malacards,STRING
899,BRCA1,RAD50,Malacards,STRING
900,BRCA1,FANCA,Malacards,STRING
901,BRCA1,WRN,Malacards,STRING
902,BRCA1,BRCC3,Malacards,STRING
903,BRCA1,UBE2N,Malacards,STRING
904,BRCA1,H2AFX,Malacards,STRING
905,BRCA1,CHEK2,Malacards,STRING
906,BRCA1,BARD1,Malacards,STRING
907,BRCA1,BLM,Malacards,STRING
908,BRCA1,RPA1,Malacards,STRING
909,BRCA1,ATR,Malacards,STRING
910,BRCA1,RB1,Malacards,STRING
911,BRCA1,ZNF350,Malacards,STRING
912,BRCA1,AKT1,Malacards,STRING
913,BRCA1,FANCD2,Malacards,STRING
914,BRCA1,UBE2E2,Malacards,STRING
915,BRCA1,BABAM1,Malacards,STRING
916,BRCA1,MLH1,Malacards,STRING
917,BRCA1,RBBP8,Malacards,STRING
918,BRCA1,BRCA2,Malacards,STRING
919,BRCA1,TUBG1,Malacards,STRING
920,BRCA1,ESR1,Malacards,STRING
921,BRCA1,MSH2,Malacards,STRING
922,BRCA1,MDC1,Malacards,STRING
923,BRCA1,TP53,Malacards,STRING
924,BRCA1,RAD51,Malacards,STRING
925,BRCA1,POLR2A,Malacards,STRING
926,BRCA1,UBE2D3,Malacards,STRING
927,BRCA1,CREBBP,Malacards,STRING
928,BRCA1,UBE2E1,Malacards,STRING
929,BRCA1,EP300,Malacards,STRING
930,BRCA1,BRIP1,Malacards,STRING
931,BRCA1,UBE2W,Malacards,STRING
932,BRCA1,TOPBP1,Malacards,STRING
933,BRCA1,UBE2E3,Malacards,STRING
934,BRCA1,MRE11A,Malacards,STRING
935,BRCA1,ATM,Malacards,STRING
936,BRCA1,UIMC1,Malacards,STRING
937,BRCA1,TP53BP1,Malacards,STRING
938,BRCA1,NBN,Malacards,STRING
939,BRCA1,FAM175A,Malacards,STRING
940,NBN,ATM,Malacards,STRING
941,NBN,MRE11A,Malacards,STRING
942,NBN,RBBP8,Malacards,STRING
943,NBN,TERF2IP,Malacards,STRING
944,NBN,H2AFX,Malacards,STRING
945,NBN,RAD50,Malacards,STRING
946,NBN,TERF2,Malacards,STRING
947,NBN,BRCA1,Malacards,STRING
948,NBN,MDC1,Malacards,STRING
949,XRCC3,BRCA2,Malacards,STRING
950,XRCC3,RAD51C,Malacards,STRING
951,XRCC3,RAD51,Malacards,STRING
952,CASP8,ETS1,Malacards,RegNetwork
953,CASP8,IKBKB,Malacards,RegNetwork
954,CASP8,IKBKG,Malacards,RegNetwork
955,CASP8,MYC,Malacards,RegNetwork
956,CASP8,NFKBIA,Malacards,RegNetwork
957,CASP8,RELA,Malacards,RegNetwork
958,CASP8,TP53,Malacards,RegNetwork
959,CASP8,SQSTM1,Malacards,STRING
960,CASP8,TRAF6,Malacards,STRING
961,CASP8,TRADD,Malacards,STRING
962,CASP8,CFLAR,Malacards,STRING
963,CASP8,CASP10,Malacards,STRING
964,CASP8,CUL3,Malacards,STRING
965,CASP8,BCAP31,Malacards,STRING
966,CASP8,FAS,Malacards,STRING
967,CASP8,RIPK3,Malacards,STRING
968,CASP8,TNFSF10,Malacards,STRING
969,CASP8,TNFRSF10A,Malacards,STRING
970,CASP8,FADD,Malacards,STRING
971,CASP8,TRAF2,Malacards,STRING
972,CASP8,BIRC2,Malacards,STRING
973,CASP8,CASP3,Malacards,STRING
974,CASP8,TNFRSF10B,Malacards,STRING
975,CASP8,RIPK1,Malacards,STRING
976,CASP8,FASLG,Malacards,STRING
977,PHB,MYC,Malacards,RegNetwork
978,PHB,SSR1,Malacards,STRING
979,PHB,RAF1,Malacards,STRING
980,PHB,E2F1,Malacards,STRING
981,PHB,HDAC1,Malacards,STRING
982,PHB,PHB2,Malacards,STRING
983,PHB,RB1,Malacards,STRING
984,PPM1D,TP53,Malacards,RegNetwork
985,HMMR,E2F4,Malacards,RegNetwork
986,HMMR,MYB,Malacards,RegNetwork
987,HMMR,MYC,Malacards,RegNetwork
988,HMMR,FAM83D,Malacards,STRING
989,HMMR,BACH1,Malacards,STRING
990,HMMR,MORN4,Malacards,STRING
991,ERBB2,ATF1,Malacards,RegNetwork
992,ERBB2,CREB1,Malacards,RegNetwork
993,ERBB2,CTNNB1,Malacards,RegNetwork
994,ERBB2,ELK1,Malacards,RegNetwork
995,ERBB2,ETS1,Malacards,RegNetwork
996,ERBB2,ETV4,Malacards,RegNetwork
997,ERBB2,MYB,Malacards,RegNetwork
998,ERBB2,TFAP2A,Malacards,RegNetwork
999,ERBB2,TP53,Malacards,RegNetwork
1000,ERBB2,PTK2,Malacards,STRING
1001,ERBB2,PIK3R1,Malacards,STRING
1002,ERBB2,ERBB4,Malacards,STRING
1003,ERBB2,GRB2,Malacards,STRING
1004,ERBB2,HSP90AA1,Malacards,STRING
1005,ERBB2,EGFR,Malacards,STRING
1006,ERBB2,LRIG1,Malacards,STRING
1007,ERBB2,SHC1,Malacards,STRING
1008,ERBB2,PTPN11,Malacards,STRING
1009,ERBB2,POLR1A,Malacards,STRING
1010,ERBB2,CD44,Malacards,STRING
1011,ERBB2,GRB7,Malacards,STRING
1012,ERBB2,KPNB1,Malacards,STRING
1013,ERBB2,STUB1,Malacards,STRING
1014,ERBB2,ERBB2IP,Malacards,STRING
1015,ERBB2,RANBP2,Malacards,STRING
1016,ERBB2,STAT3,Malacards,STRING
1017,ERBB2,ERBB3,Malacards,STRING
1018,ERBB2,EEA1,Malacards,STRING
1019,ERBB2,SRC,Malacards,STRING
1020,ERBB2,PIK3R2,Malacards,STRING
1021,PTEN,hsa-miR-302a,Malacards,RegNetwork
1022,PTEN,hsa-miR-25,Malacards,RegNetwork
1023,PTEN,hsa-miR-22,Malacards,RegNetwork
1024,PTEN,hsa-miR-21,Malacards,RegNetwork
1025,PTEN,hsa-miR-19a,Malacards,RegNetwork
1026,PTEN,hsa-miR-302d,Malacards,RegNetwork
1027,PTEN,hsa-miR-302f,Malacards,RegNetwork
1028,PTEN,hsa-miR-302c,Malacards,RegNetwork
1029,PTEN,hsa-miR-302b,Malacards,RegNetwork
1030,PTEN,EGR1,Malacards,RegNetwork
1031,PTEN,MYC,Malacards,RegNetwork
1032,PTEN,TP53,Malacards,RegNetwork
1033,PTEN,SLC9A3R1,Malacards,STRING
1034,PTEN,WWP2,Malacards,STRING
1035,PTEN,DLG1,Malacards,STRING
1036,PTEN,SPOP,Malacards,STRING
1037,PTEN,USP13,Malacards,STRING
1038,PTEN,USP7,Malacards,STRING
1039,PTEN,MAST2,Malacards,STRING
1040,PTEN,PDGFRB,Malacards,STRING
1041,PTEN,PTK2,Malacards,STRING
1042,PTEN,TP53,Malacards,STRING
1043,PTEN,NEDD4,Malacards,STRING
1044,MSH6,SP3,Malacards,RegNetwork
1045,MSH6,PCNA,Malacards,STRING
1046,MSH6,MLH1,Malacards,STRING
1047,MSH6,MSH2,Malacards,STRING
1048,APC,TBL1Y,Malacards,RegNetwork
1049,APC,ARHGEF4,Malacards,RegNetwork
1050,APC,AXIN1,Malacards,RegNetwork
1051,APC,AXIN2,Malacards,RegNetwork
1052,APC,CTNNB1,Malacards,RegNetwork
1053,APC,DVL1,Malacards,RegNetwork
1054,APC,DVL2,Malacards,RegNetwork
1055,APC,DVL3,Malacards,RegNetwork
1056,APC,TBL1XR1,Malacards,RegNetwork
1057,APC,TBL1X,Malacards,RegNetwork
1058,APC,CTNNB1,Malacards,RegNetwork
1059,APC,MYC,Malacards,RegNetwork
1060,APC,POU2F1,Malacards,RegNetwork
1061,APC,TBL1X,Malacards,RegNetwork
1062,APC,TFAP2A,Malacards,RegNetwork
1063,APC,USF1,Malacards,RegNetwork
1064,APC,USF2,Malacards,RegNetwork
1065,APC,AXIN1,Malacards,STRING
1066,APC,GSK3B,Malacards,STRING
1067,APC,BTRC,Malacards,STRING
1068,APC,CTNNBIP1,Malacards,STRING
1069,APC,AMER1,Malacards,STRING
1070,APC,KHDRBS1,Malacards,STRING
1071,APC,MAPRE1,Malacards,STRING
1072,APC,ARHGEF4,Malacards,STRING
1073,APC,ASAP1,Malacards,STRING
1074,APC,CTNNB1,Malacards,STRING
1075,APC,CTNNA1,Malacards,STRING
1076,APC,CSNK1E,Malacards,STRING
1077,APC,CTBP1,Malacards,STRING
1078,APC,JUP,Malacards,STRING
1079,RAD51D,RAD51C,Malacards,STRING
1080,RAD51D,RAD51B,Malacards,STRING
1081,RAD51D,XRCC2,Malacards,STRING
1082,MSH2,E2F1,Malacards,RegNetwork
1083,MSH2,E2F4,Malacards,RegNetwork
1084,MSH2,MYC,Malacards,RegNetwork
1085,MSH2,TP53,Malacards,RegNetwork
1086,MSH2,MSH6,Malacards,STRING
1087,MSH2,BRCA1,Malacards,STRING
1088,MSH2,MSH3,Malacards,STRING
1089,MSH2,EXO1,Malacards,STRING
1090,MSH2,MLH1,Malacards,STRING
1091,PMS2,FAN1,Malacards,STRING
1092,PMS2,BRIP1,Malacards,STRING
1093,PMS2,MLH1,Malacards,STRING
1094,FANCC,E2F4,Malacards,RegNetwork
1095,FANCC,FANCM,Malacards,STRING
1096,FANCC,APITD1,Malacards,STRING
1097,FANCC,FANCE,Malacards,STRING
1098,FANCC,C17orf70,Malacards,STRING
1099,FANCC,C1orf86,Malacards,STRING
1100,FANCC,FANCA,Malacards,STRING
1101,FANCC,FANCG,Malacards,STRING
1102,FANCC,STRA13,Malacards,STRING
1103,FANCC,FANCF,Malacards,STRING
1104,RAD51C,RAD51B,Malacards,STRING
1105,RAD51C,XRCC2,Malacards,STRING
1106,RAD51C,RAD51D,Malacards,STRING
1107,RAD51C,XRCC3,Malacards,STRING
1108,FANCM,C1orf86,Malacards,STRING
1109,FANCM,STRA13,Malacards,STRING
1110,FANCM,FANCF,Malacards,STRING
1111,FANCM,RMI2,Malacards,STRING
1112,FANCM,PCNA,Malacards,STRING
1113,FANCM,FANCL,Malacards,STRING
1114,FANCM,FANCC,Malacards,STRING
1115,FANCM,FANCB,Malacards,STRING
1116,FANCM,C19orf40,Malacards,STRING
1117,FANCM,C17orf70,Malacards,STRING
1118,FANCM,RPA1,Malacards,STRING
1119,FANCM,BLM,Malacards,STRING
1120,FANCM,FANCG,Malacards,STRING
1121,FANCM,APITD1,Malacards,STRING
1122,FANCM,RMI1,Malacards,STRING
1123,FANCM,RPA2,Malacards,STRING
1124,FANCM,FANCA,Malacards,STRING
1125,FANCM,FANCE,Malacards,STRING
1126,RET,EGR1,Malacards,RegNetwork
1127,RET,SMURF2,Malacards,RegNetwork
1128,RET,SP3,Malacards,RegNetwork
1129,RET,WWP1,Malacards,RegNetwork
1130,RET,SHC1,Malacards,STRING
1131,RET,GFRAL,Malacards,STRING
1132,RET,GDNF,Malacards,STRING
1133,RET,GFRA2,Malacards,STRING
1134,RET,GRB2,Malacards,STRING
1135,RET,GFRA1,Malacards,STRING
1136,RET,GDF15,Malacards,STRING
1137,RET,NRTN,Malacards,STRING
1138,RET,GFRA3,Malacards,STRING
1139,RET,STAT3,Malacards,STRING
1140,RET,PLCG1,Malacards,STRING
1141,CDC73,SUPT6H,Malacards,STRING
1142,CDC73,SUPT5H,Malacards,STRING
1143,CDC73,LEO1,Malacards,STRING
1144,CDC73,POLR2I,Malacards,STRING
1145,CDC73,POLR2B,Malacards,STRING
1146,CDC73,POLR2K,Malacards,STRING
1147,CDC73,WDR61,Malacards,STRING
1148,CDC73,POLR2F,Malacards,STRING
1149,CDC73,POLR2G,Malacards,STRING
1150,CDC73,RTF1,Malacards,STRING
1151,CDC73,SUPT4H1,Malacards,STRING
1152,CDC73,POLR2C,Malacards,STRING
1153,CDC73,POLR2A,Malacards,STRING
1154,CDC73,PAF1,Malacards,STRING
1155,CDC73,CTR9,Malacards,STRING
1156,CDC73,POLR2J,Malacards,STRING
1157,CDC73,POLR2D,Malacards,STRING
1158,CDC73,POLR2L,Malacards,STRING
1159,CDC73,POLR2E,Malacards,STRING
1160,HERC2,RPA1,Malacards,STRING
1161,HERC2,UBE3A,Malacards,STRING
1162,HERC2,USP20,Malacards,STRING
1163,HERC2,NEURL4,Malacards,STRING
1164,HERC2,TP53,Malacards,STRING
1165,HERC2,NCOA4,Malacards,STRING
1166,HERC2,RNF8,Malacards,STRING
1167,NQO2,SP1,Malacards,RegNetwork
1168,XRCC2,E2F4,Malacards,RegNetwork
1169,XRCC2,RAD51B,Malacards,STRING
1170,XRCC2,RAD51D,Malacards,STRING
1171,XRCC2,NDUFAF5,Malacards,STRING
1172,XRCC2,RAD51C,Malacards,STRING
1173,XRCC2,RAD51,Malacards,STRING
1174,ESR1,DFFB,KEGG,RegNetwork
1175,ESR1,GADD45G,KEGG,RegNetwork
1176,ESR1,SOCS2,KEGG,RegNetwork
1177,ESR1,TFAP2C,KEGG,RegNetwork
1178,ESR1,hsa-miR-92a,KEGG,RegNetwork
1179,ESR1,hsa-miR-363,KEGG,RegNetwork
1180,ESR1,hsa-miR-222,KEGG,RegNetwork
1181,ESR1,hsa-miR-221,KEGG,RegNetwork
1182,ESR1,hsa-miR-21,KEGG,RegNetwork
1183,ESR1,hsa-miR-20b,KEGG,RegNetwork
1184,ESR1,hsa-miR-20a,KEGG,RegNetwork
1185,ESR1,hsa-miR-19b,KEGG,RegNetwork
1186,ESR1,hsa-miR-19a,KEGG,RegNetwork
1187,ESR1,hsa-miR-18b,KEGG,RegNetwork
1188,ESR1,hsa-miR-18a,KEGG,RegNetwork
1189,ESR1,hsa-miR-17,KEGG,RegNetwork
1190,ESR1,hsa-miR-106a,KEGG,RegNetwork
1191,ESR1,ZNF398,KEGG,RegNetwork
1192,ESR1,WNT7A,KEGG,RegNetwork
1193,ESR1,WISP2,KEGG,RegNetwork
1194,ESR1,UBE3A,KEGG,RegNetwork
1195,ESR1,UBE2L3,KEGG,RegNetwork
1196,ESR1,TSC22D3,KEGG,RegNetwork
1197,ESR1,TNFRSF11B,KEGG,RegNetwork
1198,ESR1,TIMP4,KEGG,RegNetwork
1199,ESR1,TGFA,KEGG,RegNetwork
1200,ESR1,TFF1,KEGG,RegNetwork
1201,ESR1,TERT,KEGG,RegNetwork
1202,ESR1,TAC3,KEGG,RegNetwork
1203,ESR1,STAT5A,KEGG,RegNetwork
1204,ESR1,SRC,KEGG,RegNetwork
